_id,version,id,timestamp,stored,actor,verb,object,result,authority,context
6960b8128c4188001ddc0dc9,1.0.0,a5e782f4-cb94-40d0-9231-e4097a69ccbb,2026-01-09T08:10:58.709Z,2026-01-09T08:10:58.709Z,"{""objectType"":""Agent"",""name"":""學生-4BD6D05441369ECD6ECBC396F3FDA761"",""account"":{""name"":""4BD6D05441369ECD6ECBC396F3FDA761"",""homePage"":""https://vrspace.local""}}","{""id"":""http://adlnet.gov/expapi/verbs/enter_sections"",""display"":{""zh-TW"":""進入"",""en-US"":""Enter""}}","{""objectType"":""Activity"",""definition"":{""name"":{""zh-TW"":""命運號"",""en-US"":""Destiny""}},""id"":""https://example.org/vr/activity/destiny""}",,"{""objectType"":""Agent"",""name"":""New Client"",""mbox"":""mailto:hello@learninglocker.net""}","{""language"":""zh-TW"",""platform"":""VR Learning""}"
6960b8108c4188001ddc0dc8,1.0.0,ba202658-27ea-48c0-bb02-30b4d76abd25,2026-01-09T08:10:56.785Z,2026-01-09T08:10:56.785Z,"{""objectType"":""Agent"",""name"":""學生-4BD6D05441369ECD6ECBC396F3FDA761"",""account"":{""name"":""4BD6D05441369ECD6ECBC396F3FDA761"",""homePage"":""https://vrspace.local""}}","{""id"":""http://adlnet.gov/expapi/verbs/enter_sections"",""display"":{""zh-TW"":""進入"",""en-US"":""Enter""}}","{""objectType"":""Activity"",""definition"":{""name"":{""zh-TW"":""節點艙1"",""en-US"":""Node1""}},""id"":""https://example.org/vr/activity/node1""}",,"{""objectType"":""Agent"",""name"":""New Client"",""mbox"":""mailto:hello@learninglocker.net""}","{""language"":""zh-TW"",""platform"":""VR Learning"",""extensions"":{""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/pc"":""pc"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob01"":""檢查休息艙"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob02"":""檢查廁所"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob03"":""檢查穹頂艙"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob04"":""檢查盥洗用品""}}"
6960b80f8c4188001ddc0dc7,1.0.0,23aa8bc7-1e27-428f-a9ee-2caeb6e0258b,2026-01-09T08:10:55.025Z,2026-01-09T08:10:55.025Z,"{""objectType"":""Agent"",""name"":""學生-4BD6D05441369ECD6ECBC396F3FDA761"",""account"":{""name"":""4BD6D05441369ECD6ECBC396F3FDA761"",""homePage"":""https://vrspace.local""}}","{""id"":""http://adlnet.gov/expapi/verbs/enter_sections"",""display"":{""zh-TW"":""進入"",""en-US"":""Enter""}}","{""objectType"":""Activity"",""definition"":{""name"":{""zh-TW"":""節點艙1"",""en-US"":""Node1""}},""id"":""https://example.org/vr/activity/node1""}",,"{""objectType"":""Agent"",""name"":""New Client"",""mbox"":""mailto:hello@learninglocker.net""}","{""language"":""zh-TW"",""platform"":""VR Learning"",""extensions"":{""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/pc"":""pc"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob01"":""檢查休息艙"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob02"":""檢查廁所"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob03"":""檢查穹頂艙"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob04"":""檢查盥洗用品""}}"
6960b7fa8c4188001ddc0dc6,1.0.0,fd9719e4-8674-4479-82ce-1624be646075,2026-01-09T08:10:34.827Z,2026-01-09T08:10:34.827Z,"{""objectType"":""Agent"",""name"":""學生-4BD6D05441369ECD6ECBC396F3FDA761"",""account"":{""name"":""4BD6D05441369ECD6ECBC396F3FDA761"",""homePage"":""https://vrspace.local""}}","{""display"":{""zh-TW"":""按下控制器按鈕-F以檢查"",""en-US"":""pressed controller button-F to check""},""id"":""http://adlnet.gov/expapi/verbs/pressed/F-to-check""}","{""objectType"":""Activity"",""definition"":{""name"":{""zh-TW"":""廁所"",""en-US"":""Toilet""}},""id"":""https://nccu-rb521.nccu.edu.tw/vr/activity/toilet""}",,"{""objectType"":""Agent"",""name"":""New Client"",""mbox"":""mailto:hello@learninglocker.net""}","{""language"":""zh-TW"",""platform"":""VR Learning"",""extensions"":{""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/pc"":""pc"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob01"":""檢查休息艙"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob02"":""檢查廁所"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob03"":""檢查穹頂艙"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob04"":""檢查盥洗用品""}}"
6960b7de8c4188001ddc0dc5,1.0.0,5cff88f1-f628-4ba2-8008-74441e464bb6,2026-01-09T08:10:06.775Z,2026-01-09T08:10:06.775Z,"{""objectType"":""Agent"",""name"":""學生-4BD6D05441369ECD6ECBC396F3FDA761"",""account"":{""name"":""4BD6D05441369ECD6ECBC396F3FDA761"",""homePage"":""https://vrspace.local""}}","{""display"":{""zh-TW"":""按下控制器按鈕-F以檢查"",""en-US"":""pressed controller button-F to check""},""id"":""http://adlnet.gov/expapi/verbs/pressed/F-to-check""}","{""objectType"":""Activity"",""definition"":{""name"":{""zh-TW"":""盥洗用品"",""en-US"":""Toiletries""}},""id"":""https://nccu-rb521.nccu.edu.tw/vr/activity/toiletries""}",,"{""objectType"":""Agent"",""name"":""New Client"",""mbox"":""mailto:hello@learninglocker.net""}","{""language"":""zh-TW"",""platform"":""VR Learning"",""extensions"":{""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/pc"":""pc"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob01"":""檢查休息艙"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob02"":""檢查廁所"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob03"":""檢查穹頂艙"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob04"":""檢查盥洗用品""}}"
6960b7d88c4188001ddc0dc4,1.0.0,4e14f24d-a905-41d2-8f09-cf7478415743,2026-01-09T08:10:00.148Z,2026-01-09T08:10:00.148Z,"{""objectType"":""Agent"",""name"":""學生-4BD6D05441369ECD6ECBC396F3FDA761"",""account"":{""name"":""4BD6D05441369ECD6ECBC396F3FDA761"",""homePage"":""https://vrspace.local""}}","{""id"":""http://adlnet.gov/expapi/verbs/enter_sections"",""display"":{""zh-TW"":""進入"",""en-US"":""Enter""}}","{""objectType"":""Activity"",""definition"":{""name"":{""zh-TW"":""節點艙3"",""en-US"":""Node3""}},""id"":""https://example.org/vr/activity/node3""}",,"{""objectType"":""Agent"",""name"":""New Client"",""mbox"":""mailto:hello@learninglocker.net""}","{""language"":""zh-TW"",""platform"":""VR Learning"",""extensions"":{""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/pc"":""pc"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob01"":""檢查休息艙"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob02"":""檢查廁所"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob03"":""檢查穹頂艙"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob04"":""檢查盥洗用品""}}"
6960b7b88c4188001ddc0dc3,1.0.0,809c5d03-01ba-4343-93bb-9542007d2aee,2026-01-09T08:09:28.941Z,2026-01-09T08:09:28.941Z,"{""objectType"":""Agent"",""name"":""學生-4BD6D05441369ECD6ECBC396F3FDA761"",""account"":{""name"":""4BD6D05441369ECD6ECBC396F3FDA761"",""homePage"":""https://vrspace.local""}}","{""id"":""http://adlnet.gov/expapi/verbs/enter_sections"",""display"":{""zh-TW"":""進入"",""en-US"":""Enter""}}","{""objectType"":""Activity"",""definition"":{""name"":{""zh-TW"":""穹頂艙"",""en-US"":""Cupola""}},""id"":""https://example.org/vr/activity/cupola""}",,"{""objectType"":""Agent"",""name"":""New Client"",""mbox"":""mailto:hello@learninglocker.net""}","{""language"":""zh-TW"",""platform"":""VR Learning"",""extensions"":{""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/pc"":""pc"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob01"":""檢查休息艙"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob02"":""檢查廁所"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob03"":""檢查穹頂艙"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob04"":""檢查盥洗用品""}}"
6960b7b78c4188001ddc0dc2,1.0.0,df66c505-ecfd-4101-b5cd-bb7d119f1bd2,2026-01-09T08:09:27.023Z,2026-01-09T08:09:27.023Z,"{""objectType"":""Agent"",""name"":""學生-4BD6D05441369ECD6ECBC396F3FDA761"",""account"":{""name"":""4BD6D05441369ECD6ECBC396F3FDA761"",""homePage"":""https://vrspace.local""}}","{""id"":""http://adlnet.gov/expapi/verbs/enter_sections"",""display"":{""zh-TW"":""進入"",""en-US"":""Enter""}}","{""objectType"":""Activity"",""definition"":{""name"":{""zh-TW"":""穹頂艙"",""en-US"":""Cupola""}},""id"":""https://example.org/vr/activity/cupola""}",,"{""objectType"":""Agent"",""name"":""New Client"",""mbox"":""mailto:hello@learninglocker.net""}","{""language"":""zh-TW"",""platform"":""VR Learning"",""extensions"":{""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/pc"":""pc"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob01"":""檢查休息艙"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob02"":""檢查廁所"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob03"":""檢查穹頂艙"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob04"":""檢查盥洗用品""}}"
6960b7ad8c4188001ddc0dc1,1.0.0,3e55076a-e024-4758-9a5f-870bb92ddd5a,2026-01-09T08:09:17.682Z,2026-01-09T08:09:17.682Z,"{""objectType"":""Agent"",""name"":""學生-4BD6D05441369ECD6ECBC396F3FDA761"",""account"":{""name"":""4BD6D05441369ECD6ECBC396F3FDA761"",""homePage"":""https://vrspace.local""}}","{""id"":""http://adlnet.gov/expapi/verbs/enter_sections"",""display"":{""zh-TW"":""進入"",""en-US"":""Enter""}}","{""objectType"":""Activity"",""definition"":{""name"":{""zh-TW"":""節點艙3"",""en-US"":""Node3""}},""id"":""https://example.org/vr/activity/node3""}",,"{""objectType"":""Agent"",""name"":""New Client"",""mbox"":""mailto:hello@learninglocker.net""}","{""language"":""zh-TW"",""platform"":""VR Learning"",""extensions"":{""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/pc"":""pc"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob01"":""檢查休息艙"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob02"":""檢查廁所"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob03"":""檢查穹頂艙"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob04"":""檢查盥洗用品""}}"
6960b78f8c4188001ddc0dc0,1.0.0,bc1ba7fc-4aec-434c-b6aa-5a8129eb4b59,2026-01-09T08:08:47.828Z,2026-01-09T08:08:47.828Z,"{""objectType"":""Agent"",""name"":""學生-4BD6D05441369ECD6ECBC396F3FDA761"",""account"":{""name"":""4BD6D05441369ECD6ECBC396F3FDA761"",""homePage"":""https://vrspace.local""}}","{""id"":""http://adlnet.gov/expapi/verbs/enter_sections"",""display"":{""zh-TW"":""進入"",""en-US"":""Enter""}}","{""objectType"":""Activity"",""definition"":{""name"":{""zh-TW"":""節點艙1"",""en-US"":""Node1""}},""id"":""https://example.org/vr/activity/node1""}",,"{""objectType"":""Agent"",""name"":""New Client"",""mbox"":""mailto:hello@learninglocker.net""}","{""language"":""zh-TW"",""platform"":""VR Learning"",""extensions"":{""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/pc"":""pc"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob01"":""檢查休息艙"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob02"":""檢查廁所"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob03"":""檢查穹頂艙"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob04"":""檢查盥洗用品""}}"
6960b7848c4188001ddc0dbf,1.0.0,b3de44a1-0342-4771-abf5-39c9580d079c,2026-01-09T08:08:36.327Z,2026-01-09T08:08:36.327Z,"{""objectType"":""Agent"",""name"":""學生-4BD6D05441369ECD6ECBC396F3FDA761"",""account"":{""name"":""4BD6D05441369ECD6ECBC396F3FDA761"",""homePage"":""https://vrspace.local""}}","{""id"":""http://adlnet.gov/expapi/verbs/enter_sections"",""display"":{""zh-TW"":""進入"",""en-US"":""Enter""}}","{""objectType"":""Activity"",""definition"":{""name"":{""zh-TW"":""命運號"",""en-US"":""Destiny""}},""id"":""https://example.org/vr/activity/destiny""}",,"{""objectType"":""Agent"",""name"":""New Client"",""mbox"":""mailto:hello@learninglocker.net""}","{""language"":""zh-TW"",""platform"":""VR Learning"",""extensions"":{""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/pc"":""pc"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob01"":""檢查休息艙"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob02"":""檢查廁所"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob03"":""檢查穹頂艙"",""https://nccu-rb521&46;nccu&46;edu&46;tw/xapi/extensions/vr-current-task/q_node2_s01_ob04"":""檢查盥洗用品""}}"
